ticker,name,market,sector,sub_industry,market_cap_usd_b,turnaround_flag,legacy_v0_1_universe_role,legacy_v0_1_action,legacy_v0_1_reason,v0_3_universe_role,v0_3_action,v0_3_reason,candidate_track,gate3_recovery_required,gate3_recovery_status,gate3_continuation_status,gate3_final_status,ra_drawdown_from_52w_high_pct,ra_pass,rb_rebound_from_6m_low_pct,rb_pass,rc_ma50,rc_ma200,rc_pass,rd_avg_volume_1m,rd_avg_volume_6m,rd_pass,ca_drawdown_from_52w_high_pct,ca_pass,cb_pass,cc_1m_return_pct,cc_pass,cd_avg_volume_1m,cd_avg_volume_3m,cd_pass,ce_gate2_full_pass,ce_pass,price_data_source,price_data_asof,as_of_date,gate3_missing_data_notes,compatibility_notes
CIEN,Ciena Corporation,US,Information Technology,Communications Equipment,74.0,N,CORE,KEEP_CORE,METADATA_ONLY_AUDIT; large-cap metadata row without forced review marker,CORE,KEEP_CORE,NON_TURNAROUND_ROLE_UNCHANGED; Gate 3 metrics recorded for v0.4 evidence only; legacy_reason=METADATA_ONLY_AUDIT; large-cap metadata row without forced review marker,OBSERVATION_ONLY,N,FAIL,FAIL,FAIL,-3.3716,N,201.0499,Y,493.7394,277.4892,Y,1971819.05,3028594.44,N,-3.3716,Y,Y,14.9583,Y,1971819.05,2688979.37,N,INSUFFICIENT_GATE2_DATA,INSUFFICIENT_DATA,yfinance,2026-05-27,2026-05-27,,v0_1_legacy_columns_preserved; non_turnaround_role_unchanged
EMR,Emerson Electric Co.,US,Industrials,Electrical Equipment,74.0,N,CORE,KEEP_CORE,METADATA_ONLY_AUDIT; large-cap metadata row without forced review marker,CORE,KEEP_CORE,NON_TURNAROUND_ROLE_UNCHANGED; Gate 3 metrics recorded for v0.4 evidence only; legacy_reason=METADATA_ONLY_AUDIT; large-cap metadata row without forced review marker,OBSERVATION_ONLY,N,FAIL,FAIL,FAIL,-13.5877,N,13.3171,N,136.9154,137.2648,Y,3103552.38,3054552.38,Y,-13.5877,Y,N,-1.2370,N,3103552.38,2969349.21,Y,INSUFFICIENT_GATE2_DATA,INSUFFICIENT_DATA,yfinance,2026-05-27,2026-05-27,,v0_1_legacy_columns_preserved; non_turnaround_role_unchanged
NXPI,NXP Semiconductors N.V.,US,Information Technology,Semiconductors,73.0,N,CORE,KEEP_CORE,METADATA_ONLY_AUDIT; large-cap metadata row without forced review marker,CORE,KEEP_CORE,NON_TURNAROUND_ROLE_UNCHANGED; Gate 3 metrics recorded for v0.4 evidence only; legacy_reason=METADATA_ONLY_AUDIT; large-cap metadata row without forced review marker,OBSERVATION_ONLY,N,FAIL,FAIL,FAIL,-1.0311,N,75.6977,Y,244.3254,227.4618,Y,4323000.00,3177521.43,Y,-1.0311,N,Y,38.9961,Y,4323000.00,3353695.24,Y,INSUFFICIENT_GATE2_DATA,INSUFFICIENT_DATA,yfinance,2026-05-27,2026-05-27,,v0_1_legacy_columns_preserved; non_turnaround_role_unchanged
MPWR,Monolithic Power Systems Inc.,US,Information Technology,Semiconductors,73.0,N,CORE,KEEP_CORE,METADATA_ONLY_AUDIT; large-cap metadata row without forced review marker,CORE,KEEP_CORE,NON_TURNAROUND_ROLE_UNCHANGED; Gate 3 metrics recorded for v0.4 evidence only; legacy_reason=METADATA_ONLY_AUDIT; large-cap metadata row without forced review marker,OBSERVATION_ONLY,N,FAIL,FAIL,FAIL,-2.5743,N,81.4361,Y,1399.3208,1086.8448,Y,685342.86,633679.37,Y,-2.5743,N,Y,2.0535,N,685342.86,603890.48,Y,INSUFFICIENT_GATE2_DATA,INSUFFICIENT_DATA,yfinance,2026-05-27,2026-05-27,,v0_1_legacy_columns_preserved; non_turnaround_role_unchanged
CVNA,Carvana Co.,US,Consumer Discretionary,Specialty Retail,72.0,N,CORE,KEEP_CORE,METADATA_ONLY_AUDIT; large-cap metadata row without forced review marker,CORE,KEEP_CORE,NON_TURNAROUND_ROLE_UNCHANGED; Gate 3 metrics recorded for v0.4 evidence only; legacy_reason=METADATA_ONLY_AUDIT; large-cap metadata row without forced review marker,OBSERVATION_ONLY,N,FAIL,FAIL,FAIL,-23.7120,Y,29.7639,Y,70.0259,73.7812,N,11741028.57,18399861.90,N,-23.7120,N,N,-10.2599,N,11741028.57,13372588.89,N,INSUFFICIENT_GATE2_DATA,INSUFFICIENT_DATA,yfinance,2026-05-27,2026-05-27,,v0_1_legacy_columns_preserved; non_turnaround_role_unchanged
HLT,Hilton Worldwide Holdings Inc.,US,Consumer Discretionary,Hotels Restaurants,72.0,N,CORE,KEEP_CORE,METADATA_ONLY_AUDIT; large-cap metadata row without forced review marker,CORE,KEEP_CORE,NON_TURNAROUND_ROLE_UNCHANGED; Gate 3 metrics recorded for v0.4 evidence only; legacy_reason=METADATA_ONLY_AUDIT; large-cap metadata row without forced review marker,OBSERVATION_ONLY,N,FAIL,FAIL,FAIL,-1.7994,N,25.0585,Y,316.9488,291.1113,Y,1659180.95,1780630.16,N,-1.7994,N,Y,1.2844,N,1659180.95,1701495.24,N,INSUFFICIENT_GATE2_DATA,INSUFFICIENT_DATA,yfinance,2026-05-27,2026-05-27,,v0_1_legacy_columns_preserved; non_turnaround_role_unchanged
PSX,Phillips 66,US,Energy,Oil Gas & Consumable Fuels,72.0,N,CORE,KEEP_CORE,METADATA_ONLY_AUDIT; large-cap metadata row without forced review marker,CORE,KEEP_CORE,NON_TURNAROUND_ROLE_UNCHANGED; Gate 3 metrics recorded for v0.4 evidence only; legacy_reason=METADATA_ONLY_AUDIT; large-cap metadata row without forced review marker,OBSERVATION_ONLY,N,FAIL,FAIL,FAIL,-7.2498,N,36.6967,Y,172.2368,147.4324,Y,2550928.57,2789211.90,N,-7.2498,Y,Y,6.4168,Y,2550928.57,3145349.21,N,INSUFFICIENT_GATE2_DATA,INSUFFICIENT_DATA,yfinance,2026-05-27,2026-05-27,,v0_1_legacy_columns_preserved; non_turnaround_role_unchanged
CL,Colgate-Palmolive Company,US,Consumer Staples,Household Products,71.0,N,CORE,KEEP_CORE,METADATA_ONLY_AUDIT; large-cap metadata row without forced review marker,CORE,KEEP_CORE,NON_TURNAROUND_ROLE_UNCHANGED; Gate 3 metrics recorded for v0.4 evidence only; legacy_reason=METADATA_ONLY_AUDIT; large-cap metadata row without forced review marker,OBSERVATION_ONLY,N,FAIL,FAIL,FAIL,-7.9181,N,19.9448,Y,86.1424,84.0891,Y,5335990.48,6255245.24,N,-7.9181,Y,Y,8.4591,Y,5335990.48,5864946.03,N,INSUFFICIENT_GATE2_DATA,INSUFFICIENT_DATA,yfinance,2026-05-27,2026-05-27,,v0_1_legacy_columns_preserved; non_turnaround_role_unchanged
NSC,Norfolk Southern Corporation,US,Industrials,Ground Transportation,71.0,N,CORE,KEEP_CORE,METADATA_ONLY_AUDIT; large-cap metadata row without forced review marker,CORE,KEEP_CORE,NON_TURNAROUND_ROLE_UNCHANGED; Gate 3 metrics recorded for v0.4 evidence only; legacy_reason=METADATA_ONLY_AUDIT; large-cap metadata row without forced review marker,OBSERVATION_ONLY,N,FAIL,FAIL,FAIL,0.0000,N,17.0711,Y,302.8404,294.0905,Y,1138666.67,1262820.63,N,0.0000,N,Y,2.1293,N,1138666.67,1281980.95,N,INSUFFICIENT_GATE2_DATA,INSUFFICIENT_DATA,yfinance,2026-05-27,2026-05-27,,v0_1_legacy_columns_preserved; non_turnaround_role_unchanged
ITW,Illinois Tool Works Inc.,US,Industrials,Machinery,71.0,N,CORE,KEEP_CORE,METADATA_ONLY_AUDIT; large-cap metadata row without forced review marker,CORE,KEEP_CORE,NON_TURNAROUND_ROLE_UNCHANGED; Gate 3 metrics recorded for v0.4 evidence only; legacy_reason=METADATA_ONLY_AUDIT; large-cap metadata row without forced review marker,OBSERVATION_ONLY,N,FAIL,FAIL,FAIL,-16.4586,N,3.1996,N,260.5300,260.7775,N,1409971.43,1343007.14,Y,-16.4586,N,N,-7.2106,N,1409971.43,1320265.08,Y,INSUFFICIENT_GATE2_DATA,INSUFFICIENT_DATA,yfinance,2026-05-27,2026-05-27,,v0_1_legacy_columns_preserved; non_turnaround_role_unchanged
COHR,Coherent Corp.,US,Information Technology,Communications Equipment,70.0,N,CORE,KEEP_CORE,METADATA_ONLY_AUDIT; large-cap metadata row without forced review marker,CORE,KEEP_CORE,NON_TURNAROUND_ROLE_UNCHANGED; Gate 3 metrics recorded for v0.4 evidence only; legacy_reason=METADATA_ONLY_AUDIT; large-cap metadata row without forced review marker,OBSERVATION_ONLY,N,FAIL,FAIL,FAIL,-6.1145,N,155.4115,Y,315.2670,200.6313,Y,6386985.71,6208907.14,Y,-6.1145,Y,Y,18.2409,Y,6386985.71,7495373.02,N,INSUFFICIENT_GATE2_DATA,INSUFFICIENT_DATA,yfinance,2026-05-27,2026-05-27,,v0_1_legacy_columns_preserved; non_turnaround_role_unchanged
DASH,DoorDash Inc.,US,Consumer Discretionary,Hotels Restaurants,70.0,N,CORE,KEEP_CORE,METADATA_ONLY_AUDIT; large-cap metadata row without forced review marker,CORE,KEEP_CORE,NON_TURNAROUND_ROLE_UNCHANGED; Gate 3 metrics recorded for v0.4 evidence only; legacy_reason=METADATA_ONLY_AUDIT; large-cap metadata row without forced review marker,OBSERVATION_ONLY,N,FAIL,FAIL,FAIL,-44.0690,Y,7.4898,N,163.2171,209.5667,N,5299747.62,4869257.94,Y,-44.0690,N,N,-9.4680,N,5299747.62,4474692.06,Y,INSUFFICIENT_GATE2_DATA,INSUFFICIENT_DATA,yfinance,2026-05-27,2026-05-27,,v0_1_legacy_columns_preserved; non_turnaround_role_unchanged
ECL,Ecolab Inc.,US,Materials,Chemicals,70.0,N,CORE,KEEP_CORE,METADATA_ONLY_AUDIT; large-cap metadata row without forced review marker,CORE,KEEP_CORE,NON_TURNAROUND_ROLE_UNCHANGED; Gate 3 metrics recorded for v0.4 evidence only; legacy_reason=METADATA_ONLY_AUDIT; large-cap metadata row without forced review marker,OBSERVATION_ONLY,N,FAIL,FAIL,FAIL,-14.8435,N,6.8571,N,262.2240,271.7561,N,1695447.62,1453469.05,Y,-14.8435,Y,N,-1.9785,N,1695447.62,1578260.32,Y,INSUFFICIENT_GATE2_DATA,INSUFFICIENT_DATA,yfinance,2026-05-27,2026-05-27,,v0_1_legacy_columns_preserved; non_turnaround_role_unchanged
CTAS,Cintas Corporation,US,Industrials,Commercial Services,69.0,N,CORE,KEEP_CORE,METADATA_ONLY_AUDIT; large-cap metadata row without forced review marker,CORE,KEEP_CORE,NON_TURNAROUND_ROLE_UNCHANGED; Gate 3 metrics recorded for v0.4 evidence only; legacy_reason=METADATA_ONLY_AUDIT; large-cap metadata row without forced review marker,OBSERVATION_ONLY,N,FAIL,FAIL,FAIL,-25.3887,Y,3.8581,N,173.3874,189.8502,N,1975509.52,2072798.41,N,-25.3887,N,N,-2.4017,N,1975509.52,2253601.59,N,INSUFFICIENT_GATE2_DATA,INSUFFICIENT_DATA,yfinance,2026-05-27,2026-05-27,,v0_1_legacy_columns_preserved; non_turnaround_role_unchanged
AON,Aon plc,US,Financials,Insurance,69.0,N,CORE,KEEP_CORE,METADATA_ONLY_AUDIT; large-cap metadata row without forced review marker,CORE,KEEP_CORE,NON_TURNAROUND_ROLE_UNCHANGED; Gate 3 metrics recorded for v0.4 evidence only; legacy_reason=METADATA_ONLY_AUDIT; large-cap metadata row without forced review marker,OBSERVATION_ONLY,N,FAIL,FAIL,FAIL,-15.3179,N,3.3315,N,321.3822,341.4122,N,1508466.67,1327132.54,Y,-15.3179,N,N,-1.6184,N,1508466.67,1395722.22,Y,INSUFFICIENT_GATE2_DATA,INSUFFICIENT_DATA,yfinance,2026-05-27,2026-05-27,,v0_1_legacy_columns_preserved; non_turnaround_role_unchanged
HOOD,Robinhood Markets Inc.,US,Financials,Capital Markets,69.0,N,CORE,KEEP_CORE,METADATA_ONLY_AUDIT; large-cap metadata row without forced review marker,CORE,KEEP_CORE,NON_TURNAROUND_ROLE_UNCHANGED; Gate 3 metrics recorded for v0.4 evidence only; legacy_reason=METADATA_ONLY_AUDIT; large-cap metadata row without forced review marker,OBSERVATION_ONLY,N,FAIL,FAIL,FAIL,-50.0000,Y,16.9889,Y,76.2437,104.1534,N,25366295.24,28085968.25,N,-50.0000,N,N,-9.1959,N,25366295.24,28206249.21,N,INSUFFICIENT_GATE2_DATA,INSUFFICIENT_DATA,yfinance,2026-05-27,2026-05-27,,v0_1_legacy_columns_preserved; non_turnaround_role_unchanged
AEP,American Electric Power Company Inc.,US,Utilities,Electric Utilities,69.0,N,CORE,KEEP_CORE,METADATA_ONLY_AUDIT; large-cap metadata row without forced review marker,CORE,KEEP_CORE,NON_TURNAROUND_ROLE_UNCHANGED; Gate 3 metrics recorded for v0.4 evidence only; legacy_reason=METADATA_ONLY_AUDIT; large-cap metadata row without forced review marker,OBSERVATION_ONLY,N,FAIL,FAIL,FAIL,-5.5268,N,13.9578,N,131.9768,121.6580,Y,4733038.10,3579353.97,Y,-5.5268,Y,Y,-4.0720,N,4733038.10,3745115.87,Y,INSUFFICIENT_GATE2_DATA,INSUFFICIENT_DATA,yfinance,2026-05-27,2026-05-27,,v0_1_legacy_columns_preserved; non_turnaround_role_unchanged
CRH,CRH plc,US,Materials,Construction Materials,69.0,N,CORE,KEEP_CORE,METADATA_ONLY_AUDIT; large-cap metadata row without forced review marker,CORE,KEEP_CORE,NON_TURNAROUND_ROLE_UNCHANGED; Gate 3 metrics recorded for v0.4 evidence only; legacy_reason=METADATA_ONLY_AUDIT; large-cap metadata row without forced review marker,OBSERVATION_ONLY,N,FAIL,FAIL,FAIL,-19.1277,N,7.8242,N,109.5342,115.9086,N,5374119.05,6545724.60,N,-19.1277,N,N,-8.9312,N,5374119.05,5348474.60,Y,INSUFFICIENT_GATE2_DATA,INSUFFICIENT_DATA,yfinance,2026-05-27,2026-05-27,,v0_1_legacy_columns_preserved; non_turnaround_role_unchanged
MSI,Motorola Solutions Inc.,US,Information Technology,Communications Equipment,68.0,N,CORE,KEEP_CORE,METADATA_ONLY_AUDIT; large-cap metadata row without forced review marker,CORE,KEEP_CORE,NON_TURNAROUND_ROLE_UNCHANGED; Gate 3 metrics recorded for v0.4 evidence only; legacy_reason=METADATA_ONLY_AUDIT; large-cap metadata row without forced review marker,OBSERVATION_ONLY,N,FAIL,FAIL,FAIL,-16.6408,N,12.3354,N,431.2350,428.0866,Y,1283890.48,1223438.89,Y,-16.6408,N,Y,-5.3035,N,1283890.48,1079603.17,Y,INSUFFICIENT_GATE2_DATA,INSUFFICIENT_DATA,yfinance,2026-05-27,2026-05-27,,v0_1_legacy_columns_preserved; non_turnaround_role_unchanged
ROST,Ross Stores Inc.,US,Consumer Discretionary,Specialty Retail,68.0,N,CORE,KEEP_CORE,METADATA_ONLY_AUDIT; large-cap metadata row without forced review marker,CORE,KEEP_CORE,NON_TURNAROUND_ROLE_UNCHANGED; Gate 3 metrics recorded for v0.4 evidence only; legacy_reason=METADATA_ONLY_AUDIT; large-cap metadata row without forced review marker,OBSERVATION_ONLY,N,FAIL,FAIL,FAIL,-0.5707,N,34.0780,Y,220.6400,184.3785,Y,2928847.62,2617534.92,Y,-0.5707,N,Y,3.2277,Y,2928847.62,2742465.08,Y,INSUFFICIENT_GATE2_DATA,INSUFFICIENT_DATA,yfinance,2026-05-27,2026-05-27,,v0_1_legacy_columns_preserved; non_turnaround_role_unchanged
WBD,Warner Bros. Discovery Inc.,US,Communication Services,Entertainment,67.0,Y,HIGH_RISK_REVIEW,REVIEW_BEFORE_SCORING,TURNAROUND_IN_PROGRESS; METADATA_ONLY_AUDIT; turnaround flag prevents core classification,GATE3_FAIL_REVIEW,REVIEW_BEFORE_SCORING,"Gate3 FAIL; no recovery/continuation signal; preprocessing review only, not EXCLUDE; metadata_role=CORE; recovery=FAIL; continuation=FAIL",RECOVERY,Y,FAIL,FAIL,FAIL,-9.4730,N,18.7227,Y,27.2342,23.9529,Y,16167476.19,30742238.10,N,-9.4730,Y,Y,1.1931,N,16167476.19,22736309.52,N,INSUFFICIENT_GATE2_DATA,INSUFFICIENT_DATA,yfinance,2026-05-27,2026-05-27,,v0_1_legacy_columns_preserved; turnaround_gate3_recovery_applied; role_changed:HIGH_RISK_REVIEW->GATE3_FAIL_REVIEW
RCL,Royal Caribbean Cruises Ltd.,US,Consumer Discretionary,Hotels Restaurants,67.0,N,CORE,KEEP_CORE,METADATA_ONLY_AUDIT; large-cap metadata row without forced review marker,CORE,KEEP_CORE,NON_TURNAROUND_ROLE_UNCHANGED; Gate 3 metrics recorded for v0.4 evidence only; legacy_reason=METADATA_ONLY_AUDIT; large-cap metadata row without forced review marker,OBSERVATION_ONLY,N,FAIL,FAIL,FAIL,-24.7841,Y,11.3147,N,269.0084,293.8446,N,3169823.81,2590603.97,Y,-24.7841,N,N,6.2966,Y,3169823.81,2802649.21,Y,INSUFFICIENT_GATE2_DATA,INSUFFICIENT_DATA,yfinance,2026-05-27,2026-05-27,,v0_1_legacy_columns_preserved; non_turnaround_role_unchanged
DLR,Digital Realty Trust Inc.,US,Real Estate,Specialized REITs,67.0,N,CORE,KEEP_CORE,METADATA_ONLY_AUDIT; large-cap metadata row without forced review marker,CORE,KEEP_CORE,NON_TURNAROUND_ROLE_UNCHANGED; Gate 3 metrics recorded for v0.4 evidence only; legacy_reason=METADATA_ONLY_AUDIT; large-cap metadata row without forced review marker,OBSERVATION_ONLY,N,FAIL,FAIL,FAIL,-5.9830,N,29.5951,Y,190.0452,172.8368,Y,1958709.52,2040947.62,N,-5.9830,Y,Y,-2.3581,N,1958709.52,2019242.86,N,INSUFFICIENT_GATE2_DATA,INSUFFICIENT_DATA,yfinance,2026-05-27,2026-05-27,,v0_1_legacy_columns_preserved; non_turnaround_role_unchanged
TDG,TransDigm Group Incorporated,US,Industrials,Aerospace & Defense,66.0,N,CORE,KEEP_CORE,METADATA_ONLY_AUDIT; large-cap metadata row without forced review marker,CORE,KEEP_CORE,NON_TURNAROUND_ROLE_UNCHANGED; Gate 3 metrics recorded for v0.4 evidence only; legacy_reason=METADATA_ONLY_AUDIT; large-cap metadata row without forced review marker,OBSERVATION_ONLY,N,FAIL,FAIL,FAIL,-23.4398,Y,9.5359,N,1193.1948,1293.9106,N,403452.38,377092.06,Y,-23.4398,N,N,7.1265,Y,403452.38,401058.73,Y,INSUFFICIENT_GATE2_DATA,INSUFFICIENT_DATA,yfinance,2026-05-27,2026-05-27,,v0_1_legacy_columns_preserved; non_turnaround_role_unchanged
RSG,Republic Services Inc.,US,Industrials,Commercial Services,66.0,N,CORE,KEEP_CORE,METADATA_ONLY_AUDIT; large-cap metadata row without forced review marker,CORE,KEEP_CORE,NON_TURNAROUND_ROLE_UNCHANGED; Gate 3 metrics recorded for v0.4 evidence only; legacy_reason=METADATA_ONLY_AUDIT; large-cap metadata row without forced review marker,OBSERVATION_ONLY,N,FAIL,FAIL,FAIL,-20.3317,Y,3.9802,N,211.6426,218.2095,N,1914419.05,1549446.83,Y,-20.3317,N,N,-0.2474,N,1914419.05,1589588.89,Y,INSUFFICIENT_GATE2_DATA,INSUFFICIENT_DATA,yfinance,2026-05-27,2026-05-27,,v0_1_legacy_columns_preserved; non_turnaround_role_unchanged
GM,General Motors Company,US,Consumer Discretionary,Automobiles,65.0,Y,HIGH_RISK_REVIEW,REVIEW_BEFORE_SCORING,TURNAROUND_IN_PROGRESS; METADATA_ONLY_AUDIT; turnaround flag prevents core classification,GATE3_FAIL_REVIEW,REVIEW_BEFORE_SCORING,"Gate3 FAIL; no recovery/continuation signal; preprocessing review only, not EXCLUDE; metadata_role=CORE; recovery=FAIL; continuation=FAIL",RECOVERY,Y,FAIL,FAIL,FAIL,-2.6163,N,18.4789,Y,76.5410,72.3134,Y,7411380.95,8064600.79,N,-2.6163,N,Y,7.9015,Y,7411380.95,7246406.35,Y,INSUFFICIENT_GATE2_DATA,INSUFFICIENT_DATA,yfinance,2026-05-27,2026-05-27,,v0_1_legacy_columns_preserved; turnaround_gate3_recovery_applied; role_changed:HIGH_RISK_REVIEW->GATE3_FAIL_REVIEW
BKR,Baker Hughes Company,US,Energy,Energy Equipment,65.0,N,CORE,KEEP_CORE,METADATA_ONLY_AUDIT; large-cap metadata row without forced review marker,CORE,KEEP_CORE,NON_TURNAROUND_ROLE_UNCHANGED; Gate 3 metrics recorded for v0.4 evidence only; legacy_reason=METADATA_ONLY_AUDIT; large-cap metadata row without forced review marker,OBSERVATION_ONLY,N,FAIL,FAIL,FAIL,-9.2866,N,42.1183,Y,63.6446,53.6105,Y,7657580.95,8882582.54,N,-9.2866,Y,Y,-7.5753,N,7657580.95,9252223.81,N,INSUFFICIENT_GATE2_DATA,INSUFFICIENT_DATA,yfinance,2026-05-27,2026-05-27,,v0_1_legacy_columns_preserved; non_turnaround_role_unchanged
APD,Air Products and Chemicals Inc.,US,Materials,Chemicals,65.0,N,CORE,KEEP_CORE,METADATA_ONLY_AUDIT; large-cap metadata row without forced review marker,CORE,KEEP_CORE,NON_TURNAROUND_ROLE_UNCHANGED; Gate 3 metrics recorded for v0.4 evidence only; legacy_reason=METADATA_ONLY_AUDIT; large-cap metadata row without forced review marker,OBSERVATION_ONLY,N,FAIL,FAIL,FAIL,-6.6852,N,23.8213,Y,294.6276,274.8887,Y,1101114.29,1437410.32,N,-6.6852,Y,Y,-5.5063,N,1101114.29,1235696.83,N,INSUFFICIENT_GATE2_DATA,INSUFFICIENT_DATA,yfinance,2026-05-27,2026-05-27,,v0_1_legacy_columns_preserved; non_turnaround_role_unchanged
FIX,Comfort Systems USA Inc.,US,Industrials,Construction & Engineering,65.0,N,CORE,KEEP_CORE,METADATA_ONLY_AUDIT; large-cap metadata row without forced review marker,CORE,KEEP_CORE,NON_TURNAROUND_ROLE_UNCHANGED; Gate 3 metrics recorded for v0.4 evidence only; legacy_reason=METADATA_ONLY_AUDIT; large-cap metadata row without forced review marker,OBSERVATION_ONLY,N,FAIL,FAIL,FAIL,-8.5817,N,111.2595,Y,1685.6972,1160.0031,Y,390957.14,500053.17,N,-8.5817,Y,Y,4.0718,Y,390957.14,412668.25,N,INSUFFICIENT_GATE2_DATA,INSUFFICIENT_DATA,yfinance,2026-05-27,2026-05-27,,v0_1_legacy_columns_preserved; non_turnaround_role_unchanged
TRV,The Travelers Companies Inc.,US,Financials,Insurance,65.0,N,CORE,KEEP_CORE,METADATA_ONLY_AUDIT; large-cap metadata row without forced review marker,CORE,KEEP_CORE,NON_TURNAROUND_ROLE_UNCHANGED; Gate 3 metrics recorded for v0.4 evidence only; legacy_reason=METADATA_ONLY_AUDIT; large-cap metadata row without forced review marker,OBSERVATION_ONLY,N,FAIL,FAIL,FAIL,-3.8746,N,11.3280,N,299.6356,287.3628,Y,1315866.67,1504777.78,N,-3.8746,Y,Y,-1.2511,N,1315866.67,1411860.32,N,INSUFFICIENT_GATE2_DATA,INSUFFICIENT_DATA,yfinance,2026-05-27,2026-05-27,,v0_1_legacy_columns_preserved; non_turnaround_role_unchanged
REGN,Regeneron Pharmaceuticals Inc.,US,Health Care,Biotechnology,64.0,N,HIGH_RISK_REVIEW,REVIEW_BEFORE_SCORING,BIOTECH_CLINICAL_RISK; METADATA_ONLY_AUDIT; mid-large biotechnology row needs review before scoring,HIGH_RISK_REVIEW,REVIEW_BEFORE_SCORING,NON_TURNAROUND_ROLE_UNCHANGED; Gate 3 metrics recorded for v0.4 evidence only; legacy_reason=BIOTECH_CLINICAL_RISK; METADATA_ONLY_AUDIT; mid-large biotechnology row needs review before scoring,OBSERVATION_ONLY,N,FAIL,FAIL,FAIL,-22.7178,Y,0.0000,N,724.6788,694.0543,Y,1073328.57,825334.92,Y,-22.7178,N,Y,-15.6762,N,1073328.57,783728.57,Y,INSUFFICIENT_GATE2_DATA,INSUFFICIENT_DATA,yfinance,2026-05-27,2026-05-27,,v0_1_legacy_columns_preserved; non_turnaround_role_unchanged
LITE,Lumentum Holdings Inc.,US,Information Technology,Communications Equipment,63.0,N,CORE,KEEP_CORE,METADATA_ONLY_AUDIT; large-cap metadata row without forced review marker,CORE,KEEP_CORE,NON_TURNAROUND_ROLE_UNCHANGED; Gate 3 metrics recorded for v0.4 evidence only; legacy_reason=METADATA_ONLY_AUDIT; large-cap metadata row without forced review marker,OBSERVATION_ONLY,N,FAIL,FAIL,FAIL,-14.3179,N,209.7847,Y,858.1900,450.5501,Y,6167014.29,5544788.89,Y,-14.3179,Y,Y,4.9588,Y,6167014.29,6515387.30,N,INSUFFICIENT_GATE2_DATA,INSUFFICIENT_DATA,yfinance,2026-05-27,2026-05-27,,v0_1_legacy_columns_preserved; non_turnaround_role_unchanged
NKE,NIKE Inc.,US,Consumer Discretionary,Textiles & Apparel,63.0,Y,HIGH_RISK_REVIEW,REVIEW_BEFORE_SCORING,TURNAROUND_IN_PROGRESS; METADATA_ONLY_AUDIT; turnaround flag prevents core classification,GATE3_FAIL_REVIEW,REVIEW_BEFORE_SCORING,"Gate3 FAIL; no recovery/continuation signal; preprocessing review only, not EXCLUDE; metadata_role=CORE; recovery=FAIL; continuation=FAIL",RECOVERY,Y,FAIL,FAIL,FAIL,-41.9737,Y,9.7899,N,46.0142,61.3286,N,20120514.29,19914787.30,Y,-41.9737,N,N,1.8609,N,20120514.29,21844230.16,N,INSUFFICIENT_GATE2_DATA,INSUFFICIENT_DATA,yfinance,2026-05-27,2026-05-27,,v0_1_legacy_columns_preserved; turnaround_gate3_recovery_applied; role_changed:HIGH_RISK_REVIEW->GATE3_FAIL_REVIEW
AFL,Aflac Incorporated,US,Financials,Insurance,60.0,N,CORE,KEEP_CORE,METADATA_ONLY_AUDIT; large-cap metadata row without forced review marker,CORE,KEEP_CORE,NON_TURNAROUND_ROLE_UNCHANGED; Gate 3 metrics recorded for v0.4 evidence only; legacy_reason=METADATA_ONLY_AUDIT; large-cap metadata row without forced review marker,OBSERVATION_ONLY,N,FAIL,FAIL,FAIL,-3.2190,N,8.1450,N,112.9012,110.7257,Y,2221752.38,2347284.92,N,-3.2190,Y,Y,0.1482,N,2221752.38,2307576.19,N,INSUFFICIENT_GATE2_DATA,INSUFFICIENT_DATA,yfinance,2026-05-27,2026-05-27,,v0_1_legacy_columns_preserved; non_turnaround_role_unchanged
GWW,W.W. Grainger Inc.,US,Industrials,Trading Companies,59.0,N,CORE,KEEP_CORE,METADATA_ONLY_AUDIT; large-cap metadata row without forced review marker,CORE,KEEP_CORE,NON_TURNAROUND_ROLE_UNCHANGED; Gate 3 metrics recorded for v0.4 evidence only; legacy_reason=METADATA_ONLY_AUDIT; large-cap metadata row without forced review marker,OBSERVATION_ONLY,N,FAIL,FAIL,FAIL,-2.9715,N,33.9875,Y,1157.1894,1052.8960,Y,284076.19,274652.38,Y,-2.9715,N,Y,7.5945,Y,284076.19,257857.14,Y,INSUFFICIENT_GATE2_DATA,INSUFFICIENT_DATA,yfinance,2026-05-27,2026-05-27,,v0_1_legacy_columns_preserved; non_turnaround_role_unchanged
D,Dominion Energy Inc.,US,Utilities,Multi-Utilities,59.0,N,CORE,KEEP_CORE,METADATA_ONLY_AUDIT; large-cap metadata row without forced review marker,CORE,KEEP_CORE,NON_TURNAROUND_ROLE_UNCHANGED; Gate 3 metrics recorded for v0.4 evidence only; legacy_reason=METADATA_ONLY_AUDIT; large-cap metadata row without forced review marker,OBSERVATION_ONLY,N,FAIL,FAIL,FAIL,-1.5961,N,17.7295,Y,63.0116,61.3520,Y,8307633.33,6112398.41,Y,-1.5961,N,Y,7.5200,Y,8307633.33,5747947.62,Y,INSUFFICIENT_GATE2_DATA,INSUFFICIENT_DATA,yfinance,2026-05-27,2026-05-27,,v0_1_legacy_columns_preserved; non_turnaround_role_unchanged
